2025-10-18 01:32:00.834 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': False, 'token_count': 142, 'row_count': 10, 'reason': 'Below threshold (142 tokens < 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083200.csv'}
2025-10-18 01:32:00.902 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': False, 'token_count': 7, 'row_count': 1, 'reason': 'Below threshold (7 tokens < 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083200.csv'}
2025-10-18 01:32:00.903 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': False, 'token_count': 12, 'row_count': 2, 'reason': 'Below threshold (12 tokens < 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083200.json'}
2025-10-18 01:32:00.903 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': False, 'token_count': 7, 'row_count': 1, 'reason': 'Below threshold (7 tokens < 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'stocks_2025-10-18_083200.csv'}
2025-10-18 01:32:00.904 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 702, 'row_count': 50, 'reason': 'Exceeds token threshold (702 tokens > 500 token threshold)', 'threshold': 500, 'suggested_filename': 'output_2025-10-18_083200.csv'}
2025-10-18 01:32:00.906 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 61, 'row_count': 10, 'reason': 'Exceeds token threshold (61 tokens > 10 token threshold)', 'threshold': 10, 'suggested_filename': 'output_2025-10-18_083200.csv'}
2025-10-18 01:32:00.915 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 18002, 'row_count': 1000, 'reason': 'Exceeds token threshold (18,002 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083200.csv'}
2025-10-18 01:32:01.013 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 509002, 'row_count': 10000, 'reason': 'Exceeds token threshold (509,002 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083201.csv'}
2025-10-18 01:33:09.112 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': False, 'token_count': 142, 'row_count': 10, 'reason': 'Below threshold (142 tokens < 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083309.csv'}
2025-10-18 01:33:09.116 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 6402, 'row_count': 200, 'reason': 'Exceeds token threshold (6,402 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083309.csv'}
2025-10-18 01:33:09.121 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: forced_inline | {'decision_type': 'forced_inline', 'use_file': False, 'token_count': 6402, 'row_count': 200, 'reason': 'Forced to inline output by override', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083309.csv'}
2025-10-18 01:33:09.123 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: forced_file | {'decision_type': 'forced_file', 'use_file': True, 'token_count': 142, 'row_count': 10, 'reason': 'Forced to file output by override', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083309.csv'}
2025-10-18 01:33:09.127 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 6402, 'row_count': 200, 'reason': 'Exceeds token threshold (6,402 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'data_2025-10-18_083309.csv'}
2025-10-18 01:33:09.132 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 6402, 'row_count': 200, 'reason': 'Exceeds token threshold (6,402 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083309.csv'}
2025-10-18 01:33:09.136 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 6402, 'row_count': 200, 'reason': 'Exceeds token threshold (6,402 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083309.json'}
2025-10-18 01:33:09.142 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 6402, 'row_count': 200, 'reason': 'Exceeds token threshold (6,402 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083309.csv.gz'}
2025-10-18 01:33:09.147 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 6402, 'row_count': 200, 'reason': 'Exceeds token threshold (6,402 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083309.csv'}
2025-10-18 01:33:09.151 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 6402, 'row_count': 200, 'reason': 'Exceeds token threshold (6,402 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083309.csv'}
2025-10-18 01:33:09.158 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': False, 'token_count': 7, 'row_count': 1, 'reason': 'Below threshold (7 tokens < 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083309.csv'}
2025-10-18 01:33:09.158 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': False, 'token_count': 12, 'row_count': 2, 'reason': 'Below threshold (12 tokens < 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083309.json'}
2025-10-18 01:33:09.159 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': False, 'token_count': 7, 'row_count': 1, 'reason': 'Below threshold (7 tokens < 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'stocks_2025-10-18_083309.csv'}
2025-10-18 01:33:09.160 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 702, 'row_count': 50, 'reason': 'Exceeds token threshold (702 tokens > 500 token threshold)', 'threshold': 500, 'suggested_filename': 'output_2025-10-18_083309.csv'}
2025-10-18 01:33:09.162 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 61, 'row_count': 10, 'reason': 'Exceeds token threshold (61 tokens > 10 token threshold)', 'threshold': 10, 'suggested_filename': 'output_2025-10-18_083309.csv'}
2025-10-18 01:33:09.171 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 18002, 'row_count': 1000, 'reason': 'Exceeds token threshold (18,002 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083309.csv'}
2025-10-18 01:33:09.264 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 509002, 'row_count': 10000, 'reason': 'Exceeds token threshold (509,002 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083309.csv'}
2025-10-18 01:33:35.136 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 5000, 'row_count': 1000, 'reason': 'Test reason', 'extra_field': 'value'}
2025-10-18 01:33:35.136 | INFO     | src.integration.logging_config:log_file_operation:261 | File write: /tmp/test.csv | {'operation': 'write', 'filepath': '/tmp/test.csv', 'success': True, 'size_bytes': 1024, 'duration_ms': 50.5, 'format': 'csv'}
2025-10-18 01:33:35.136 | WARNING  | src.integration.logging_config:log_security_event:308 | [SECURITY] test_event: Test security message | {'event_type': 'test_event', 'severity': 'warning', 'path': '/tmp/test.csv', 'user': 'test_user'}
2025-10-18 01:33:35.136 | WARNING  | src.integration.logging_config:log_security_event:308 | [SECURITY] test: Test | {'event_type': 'test', 'severity': 'warning'}
2025-10-18 01:33:45.367 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': False, 'token_count': 142, 'row_count': 10, 'reason': 'Below threshold (142 tokens < 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083345.csv'}
2025-10-18 01:33:45.371 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 6402, 'row_count': 200, 'reason': 'Exceeds token threshold (6,402 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083345.csv'}
2025-10-18 01:33:45.376 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: forced_inline | {'decision_type': 'forced_inline', 'use_file': False, 'token_count': 6402, 'row_count': 200, 'reason': 'Forced to inline output by override', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083345.csv'}
2025-10-18 01:33:45.377 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: forced_file | {'decision_type': 'forced_file', 'use_file': True, 'token_count': 142, 'row_count': 10, 'reason': 'Forced to file output by override', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083345.csv'}
2025-10-18 01:33:45.381 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 6402, 'row_count': 200, 'reason': 'Exceeds token threshold (6,402 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'data_2025-10-18_083345.csv'}
2025-10-18 01:33:45.386 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 6402, 'row_count': 200, 'reason': 'Exceeds token threshold (6,402 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083345.csv'}
2025-10-18 01:33:45.391 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 6402, 'row_count': 200, 'reason': 'Exceeds token threshold (6,402 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083345.json'}
2025-10-18 01:33:45.397 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 6402, 'row_count': 200, 'reason': 'Exceeds token threshold (6,402 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083345.csv.gz'}
2025-10-18 01:33:45.401 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 6402, 'row_count': 200, 'reason': 'Exceeds token threshold (6,402 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083345.csv'}
2025-10-18 01:33:45.405 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 6402, 'row_count': 200, 'reason': 'Exceeds token threshold (6,402 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083345.csv'}
2025-10-18 01:33:45.412 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': False, 'token_count': 7, 'row_count': 1, 'reason': 'Below threshold (7 tokens < 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083345.csv'}
2025-10-18 01:33:45.413 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': False, 'token_count': 12, 'row_count': 2, 'reason': 'Below threshold (12 tokens < 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083345.json'}
2025-10-18 01:33:45.414 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': False, 'token_count': 7, 'row_count': 1, 'reason': 'Below threshold (7 tokens < 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'stocks_2025-10-18_083345.csv'}
2025-10-18 01:33:45.415 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 702, 'row_count': 50, 'reason': 'Exceeds token threshold (702 tokens > 500 token threshold)', 'threshold': 500, 'suggested_filename': 'output_2025-10-18_083345.csv'}
2025-10-18 01:33:45.417 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 61, 'row_count': 10, 'reason': 'Exceeds token threshold (61 tokens > 10 token threshold)', 'threshold': 10, 'suggested_filename': 'output_2025-10-18_083345.csv'}
2025-10-18 01:33:45.425 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 18002, 'row_count': 1000, 'reason': 'Exceeds token threshold (18,002 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083345.csv'}
2025-10-18 01:33:45.524 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 509002, 'row_count': 10000, 'reason': 'Exceeds token threshold (509,002 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083345.csv'}
2025-10-18 01:33:45.540 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 5000, 'row_count': 1000, 'reason': 'Test reason', 'extra_field': 'value'}
2025-10-18 01:33:45.540 | INFO     | src.integration.logging_config:log_file_operation:261 | File write: /tmp/test.csv | {'operation': 'write', 'filepath': '/tmp/test.csv', 'success': True, 'size_bytes': 1024, 'duration_ms': 50.5, 'format': 'csv'}
2025-10-18 01:33:45.540 | WARNING  | src.integration.logging_config:log_security_event:308 | [SECURITY] test_event: Test security message | {'event_type': 'test_event', 'severity': 'warning', 'path': '/tmp/test.csv', 'user': 'test_user'}
2025-10-18 01:33:45.540 | WARNING  | src.integration.logging_config:log_security_event:308 | [SECURITY] test: Test | {'event_type': 'test', 'severity': 'warning'}
2025-10-18 01:34:19.363 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': False, 'token_count': 142, 'row_count': 10, 'reason': 'Below threshold (142 tokens < 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083419.csv'}
2025-10-18 01:34:19.365 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 4802, 'row_count': 200, 'reason': 'Exceeds token threshold (4,802 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-18_083419.csv'}
2025-10-19 20:59:41.123 | INFO     | lambda_function:lambda_handler:54 | Incoming request: POST /mcp | {}
2025-10-19 20:59:41.123 | INFO     | lambda_function:lambda_handler:55 | Headers: {'Content-Type': 'application/json', 'Accept': 'application/json, text/event-stream', 'Authorization': 'Bearer demo'} | {}
2025-10-19 20:59:41.123 | INFO     | lambda_function:lambda_handler:56 | Query parameters: None | {}
2025-10-19 20:59:41.123 | INFO     | lambda_function:lambda_handler:57 | Body: {"jsonrpc": "2.0", "id": 1, "method": "initialize", "params": {"protocolVersion": "2025-03-26", "capabilities": {"tools": {}, "resources": {}, "prompts": {}}, "clientInfo": {"name": "mcp-test-client", "version": "1.0.0"}}} | {}
2025-10-19 20:59:41.123 | INFO     | src.utils:parse_and_log_mcp_analytics:236 | MCP_ANALYTICS: method=initialize, api_key=demo, platform=no_user_agent, tool_name=unknown, arguments={} | {}
2025-10-19 20:59:41.123 | INFO     | lambda_function:create_mcp_handler_for_categories:39 | Registering all tools | {}
2025-10-19 20:59:41.133 | INFO     | lambda_function:lambda_handler:54 | Incoming request: POST /mcp | {}
2025-10-19 20:59:41.134 | INFO     | lambda_function:lambda_handler:55 | Headers: {'Content-Type': 'application/json', 'Accept': 'application/json, text/event-stream', 'Authorization': 'Bearer demo'} | {}
2025-10-19 20:59:41.134 | INFO     | lambda_function:lambda_handler:56 | Query parameters: None | {}
2025-10-19 20:59:41.134 | INFO     | lambda_function:lambda_handler:57 | Body: {"jsonrpc": "2.0", "id": 2, "method": "tools/list"} | {}
2025-10-19 20:59:41.134 | INFO     | src.utils:parse_and_log_mcp_analytics:236 | MCP_ANALYTICS: method=tools/list, api_key=demo, platform=no_user_agent, tool_name=unknown, arguments={} | {}
2025-10-19 20:59:41.134 | INFO     | lambda_function:create_mcp_handler_for_categories:39 | Registering all tools | {}
2025-10-19 20:59:41.138 | INFO     | lambda_function:lambda_handler:54 | Incoming request: POST /mcp | {}
2025-10-19 20:59:41.138 | INFO     | lambda_function:lambda_handler:55 | Headers: {'Content-Type': 'application/json', 'Accept': 'application/json, text/event-stream', 'Authorization': 'Bearer demo'} | {}
2025-10-19 20:59:41.138 | INFO     | lambda_function:lambda_handler:56 | Query parameters: None | {}
2025-10-19 20:59:41.139 | INFO     | lambda_function:lambda_handler:57 | Body: {"jsonrpc": "2.0", "id": 3, "method": "tools/list"} | {}
2025-10-19 20:59:41.139 | INFO     | src.utils:parse_and_log_mcp_analytics:236 | MCP_ANALYTICS: method=tools/list, api_key=demo, platform=no_user_agent, tool_name=unknown, arguments={} | {}
2025-10-19 20:59:41.139 | INFO     | lambda_function:create_mcp_handler_for_categories:39 | Registering all tools | {}
2025-10-19 20:59:41.142 | INFO     | lambda_function:lambda_handler:54 | Incoming request: POST /mcp | {}
2025-10-19 20:59:41.142 | INFO     | lambda_function:lambda_handler:55 | Headers: {'Content-Type': 'application/json', 'Accept': 'application/json, text/event-stream', 'Authorization': 'Bearer demo'} | {}
2025-10-19 20:59:41.142 | INFO     | lambda_function:lambda_handler:56 | Query parameters: None | {}
2025-10-19 20:59:41.143 | INFO     | lambda_function:lambda_handler:57 | Body: {"jsonrpc": "2.0", "id": 4, "method": "tools/call", "params": {"name": "ADD_TWO_NUMBERS", "arguments": {"a": 5, "b": 3}}} | {}
2025-10-19 20:59:41.143 | INFO     | src.utils:parse_and_log_mcp_analytics:236 | MCP_ANALYTICS: method=tools/call, api_key=demo, platform=no_user_agent, tool_name=ADD_TWO_NUMBERS, arguments={"a": 5, "b": 3} | {}
2025-10-19 20:59:41.143 | INFO     | lambda_function:create_mcp_handler_for_categories:39 | Registering all tools | {}
2025-10-19 21:00:00.684 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': False, 'token_count': 142, 'row_count': 10, 'reason': 'Below threshold (142 tokens < 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-20_040000.csv'}
2025-10-19 21:00:00.687 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 6402, 'row_count': 200, 'reason': 'Exceeds token threshold (6,402 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-20_040000.csv'}
2025-10-19 21:00:00.693 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: forced_inline | {'decision_type': 'forced_inline', 'use_file': False, 'token_count': 6402, 'row_count': 200, 'reason': 'Forced to inline output by override', 'threshold': 1000, 'suggested_filename': 'output_2025-10-20_040000.csv'}
2025-10-19 21:00:00.695 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: forced_file | {'decision_type': 'forced_file', 'use_file': True, 'token_count': 142, 'row_count': 10, 'reason': 'Forced to file output by override', 'threshold': 1000, 'suggested_filename': 'output_2025-10-20_040000.csv'}
2025-10-19 21:00:00.703 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 6402, 'row_count': 200, 'reason': 'Exceeds token threshold (6,402 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'data_2025-10-20_040000.csv'}
2025-10-19 21:00:00.710 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 6402, 'row_count': 200, 'reason': 'Exceeds token threshold (6,402 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-20_040000.csv'}
2025-10-19 21:00:00.715 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 6402, 'row_count': 200, 'reason': 'Exceeds token threshold (6,402 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-20_040000.json'}
2025-10-19 21:00:00.721 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 6402, 'row_count': 200, 'reason': 'Exceeds token threshold (6,402 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-20_040000.csv.gz'}
2025-10-19 21:00:00.726 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 6402, 'row_count': 200, 'reason': 'Exceeds token threshold (6,402 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-20_040000.csv'}
2025-10-19 21:00:00.734 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 6402, 'row_count': 200, 'reason': 'Exceeds token threshold (6,402 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-20_040000.csv'}
2025-10-19 21:00:00.739 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': False, 'token_count': 7, 'row_count': 1, 'reason': 'Below threshold (7 tokens < 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-20_040000.csv'}
2025-10-19 21:00:00.740 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': False, 'token_count': 12, 'row_count': 2, 'reason': 'Below threshold (12 tokens < 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-20_040000.json'}
2025-10-19 21:00:00.741 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': False, 'token_count': 7, 'row_count': 1, 'reason': 'Below threshold (7 tokens < 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'stocks_2025-10-20_040000.csv'}
2025-10-19 21:00:00.742 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 702, 'row_count': 50, 'reason': 'Exceeds token threshold (702 tokens > 500 token threshold)', 'threshold': 500, 'suggested_filename': 'output_2025-10-20_040000.csv'}
2025-10-19 21:00:00.745 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 61, 'row_count': 10, 'reason': 'Exceeds token threshold (61 tokens > 10 token threshold)', 'threshold': 10, 'suggested_filename': 'output_2025-10-20_040000.csv'}
2025-10-19 21:00:00.755 | INFO     | src.integration.logging_config:log_decision:202 | Output decision: automatic | {'decision_type': 'automatic', 'use_file': True, 'token_count': 18002, 'row_count': 1000, 'reason': 'Exceeds token threshold (18,002 tokens > 1,000 token threshold)', 'threshold': 1000, 'suggested_filename': 'output_2025-10-20_040000.csv'}
